order_id,product_id,quantity,selling_price,discount_pct,seller_id
1281,21,1,39627.66,40,34
1281,142,3,7073.18,10,44
1282,44,3,56003.68,20,43
1283,150,2,12293.98,25,3
1283,70,3,19498.59,25,25
1284,45,3,10821.46,30,35
1284,137,2,17246.78,15,19
1285,12,1,30906.18,40,16
1286,158,3,16399.69,20,35
1287,188,1,711.22,10,49
1288,54,2,39954.9,15,28
1289,114,2,4286.61,10,48
1290,139,3,17702.6,10,45
1290,121,3,1161.04,20,10
1291,185,1,866.66,20,16
1292,144,2,5252.81,5,15
1292,191,2,246.47,25,1
1293,57,3,9302.25,40,18
1294,123,2,4925.94,10,16
1294,50,1,9864.0,40,42
1295,128,3,2855.41,5,42
1295,66,1,24274.34,15,22
1296,56,1,59141.15,10,4
1296,191,3,327.82,10,41
1297,115,2,582.1,40,2
1297,66,3,26790.82,15,3
1298,87,2,2416.17,30,19
1298,180,1,11181.44,40,44
1299,118,1,4054.31,5,42
1299,107,3,4023.46,5,31
1300,150,3,13827.72,15,27
1300,103,2,2733.92,20,42
1301,98,1,1281.91,15,39
1301,132,2,5125.18,20,43
1302,192,1,500.17,10,15
1302,160,3,3043.14,25,5
1303,91,2,1399.75,20,35
1303,8,3,25506.12,10,1
1304,174,2,13741.96,25,40
1305,41,2,41780.49,20,27
1305,7,3,53776.15,10,41
1306,22,3,36965.49,40,9
1307,148,1,4061.92,10,33
1308,24,2,52769.26,10,49
1308,64,2,13644.0,5,23
1309,141,1,11565.27,30,50
1309,5,2,40867.92,10,8
1310,72,2,831.31,5,13
1310,34,3,47858.52,10,41
1311,19,2,24996.56,20,21
1311,169,2,11418.59,25,40
1312,91,2,1243.45,25,32
1312,146,2,13714.08,15,24
1313,167,3,19043.81,10,16
1313,145,3,15649.82,5,46
1314,132,2,4916.87,25,24
1314,58,2,36592.05,30,40
1315,34,3,51309.3,10,48
1315,16,3,47376.11,30,30
1316,199,1,1350.59,15,49
1317,18,3,43216.41,5,40
1318,96,2,3360.77,15,32
1318,39,1,32326.88,40,4
1319,122,2,4400.32,15,41
1320,52,3,43966.04,25,2
1320,37,1,33831.22,30,20
1321,175,1,3339.35,5,16
1321,44,2,61100.18,15,48
1322,189,1,272.05,40,45
1323,60,3,36100.64,40,19
1323,6,2,18223.7,40,37
1324,142,2,6004.9,30,3
1325,91,3,1193.99,25,31
1326,182,2,1435.41,20,2
1327,23,3,11347.13,10,9
1327,84,2,3900.58,25,20
1328,30,2,30816.35,30,14
1329,68,3,29367.86,5,33
1330,55,3,33182.92,30,39
1331,119,3,1326.31,10,28
1332,62,1,20067.2,5,19
1332,39,1,41485.19,30,2
1333,129,1,933.03,15,6
1334,144,1,4267.88,25,3
1334,13,3,36249.14,30,36
1335,149,3,13595.72,40,25
1336,41,1,56416.85,5,13
1336,174,3,14262.27,10,37
1337,172,1,16508.99,25,14
1338,25,1,24011.57,20,29
1339,126,2,2654.55,30,4
1339,179,2,3944.98,40,5
1340,177,3,15169.62,5,36
1341,75,2,3333.22,5,3
1341,29,3,41691.73,10,16
1342,196,2,1186.18,15,16
1343,111,2,644.13,25,2
1343,122,2,2905.82,40,50
1344,117,3,3484.48,30,23
1344,168,1,2170.76,40,30
1345,194,1,2120.46,5,48
1345,51,2,17723.62,25,43
1346,24,3,38764.27,40,42
1347,81,3,3724.27,40,50
1348,49,3,13471.77,40,49
1349,16,2,65242.37,5,28
1350,89,3,4383.88,25,39
1351,102,3,2850.53,30,44
1351,36,1,56269.14,20,50
1352,8,1,23699.16,15,32
1353,7,2,59197.29,5,38
1354,168,3,3362.26,10,4
1354,47,2,59442.32,5,14
1355,87,2,2328.3,30,35
1355,139,3,14242.03,25,45
1356,63,2,64467.08,5,30
1357,48,3,62779.02,15,10
1357,139,1,14544.48,25,45
1358,191,2,201.65,40,18
1358,29,3,38029.34,25,14
1359,7,2,53138.27,10,14
1359,200,1,1720.06,25,49
1360,141,2,12728.03,25,46
1361,38,3,58258.63,15,16
1362,106,2,4625.31,15,17
1363,108,3,1425.03,20,18
1363,183,1,1833.04,20,18
1364,34,2,41018.54,20,3
1365,89,3,4801.23,20,11
1365,10,2,44252.25,15,8
1366,132,1,5448.17,15,7
1367,21,2,62881.85,5,24
1367,181,3,1575.5,20,20
1368,19,3,29758.13,5,27
1369,99,1,5083.45,5,2
1369,23,3,8721.94,30,34
1370,86,2,1883.2,15,22
1371,90,1,4519.07,25,17
1371,64,3,8895.41,40,25
1372,128,1,1864.72,40,29
1373,51,3,14848.34,30,19
1374,72,3,694.41,20,22
1374,109,1,2672.73,5,2
1375,24,2,57243.69,10,39
1376,128,1,2319.76,25,50
1377,151,2,7878.1,30,31
1377,26,3,26167.32,20,42
1378,100,1,1377.06,30,34
1379,149,3,22290.93,5,21
1380,67,3,28464.87,5,2
1381,175,1,3246.55,5,24
1381,49,3,13850.11,40,27
1382,62,3,17226.37,25,18
1383,49,2,22003.87,5,48
1383,4,2,12960.81,20,45
1384,183,3,1588.89,30,43
1384,32,1,23197.8,15,20
1385,73,3,3161.27,25,40
1385,85,1,1070.38,30,19
1386,179,2,6687.86,10,45
1386,122,1,4718.31,5,22
1387,107,3,3118.79,30,48
1388,53,2,34545.71,30,18
1388,73,2,3915.84,10,45
1389,173,2,12526.45,25,8
1389,59,2,28499.84,30,11
1390,184,3,314.62,40,6
1390,12,1,39764.68,20,4
1391,33,3,40461.94,30,44
1392,115,1,877.01,10,26
1392,11,3,25942.09,15,18
1393,179,1,5028.75,30,19
1394,81,2,3735.05,40,46
1395,164,2,15639.43,25,14
1396,183,2,1792.76,25,23
1396,143,3,13788.64,10,8
1397,84,2,4038.25,30,25
1397,121,1,1067.26,25,7
1398,187,1,710.48,40,47
1399,10,3,47382.23,15,44
1399,19,1,23901.08,25,47
1400,30,1,31610.84,20,27
1401,66,3,28511.14,5,25
1401,150,1,10849.09,25,33
1402,93,1,2612.48,15,20
1402,126,3,2591.2,30,14
1403,182,1,1175.44,30,12
1403,172,2,13726.34,40,31
1404,118,1,3293.77,25,1
1404,31,1,32165.87,10,41
1405,25,1,22827.1,30,11
1405,198,1,1973.35,10,36
1406,104,3,4316.6,5,31
1407,171,2,17891.76,10,26
1407,139,2,12041.77,40,28
1408,141,3,15519.66,15,14
1409,17,2,29487.02,40,27
1409,172,1,14630.3,40,34
1410,4,3,14755.9,20,13
1411,194,3,2382.5,5,48
1412,12,2,47794.0,5,16
1412,136,3,3496.42,20,41
1413,193,1,487.33,20,38
1413,193,1,488.27,25,46
1414,70,2,17302.77,30,33
1415,126,2,2128.82,40,47
1415,105,1,5038.57,15,44
1416,122,3,3153.04,40,19
1417,102,2,3196.71,20,21
1417,102,3,2455.79,40,24
1418,129,2,1087.5,15,7
1419,123,2,2845.22,40,37
1419,11,2,27613.84,10,13
1420,16,2,55815.09,20,12
1421,15,1,34448.88,20,14
1422,89,2,5846.41,10,11
1422,62,3,14390.72,40,1
1423,119,2,1481.63,5,49
1424,59,1,35492.05,15,22
1424,38,1,57253.96,20,42
1425,95,1,1167.95,25,8
1425,52,3,54350.65,5,31
1426,185,1,694.39,40,23
1427,154,1,16189.81,20,14
1427,60,2,40288.22,25,14
1428,179,1,4410.29,40,26
1428,134,2,9511.81,40,15
1429,128,1,1642.67,40,44
1430,27,1,24268.4,30,3
1431,197,3,1362.11,5,47
1431,2,3,44551.8,10,35
1432,65,1,32028.85,5,3
1433,51,1,21037.61,10,13
1433,175,3,2077.54,40,8
1434,137,2,11284.45,40,18
1435,33,3,42426.28,25,24
1436,69,1,45549.53,25,30
1437,193,3,483.17,20,44
1437,147,2,7274.16,30,43
1438,76,3,4098.47,15,24
1438,187,1,840.87,20,45
1439,119,3,1200.07,15,40
1440,83,3,2681.26,40,14
1441,51,3,16320.97,25,42
1441,93,1,2566.26,10,40
1442,163,1,3781.28,20,37
1443,174,3,12677.24,30,44
1443,55,3,40982.76,10,6
1444,25,3,23039.9,25,39
1445,89,1,4363.0,30,24
1445,8,2,19795.3,20,9
1446,189,3,308.48,30,42
1446,197,2,1276.81,10,3
1447,127,2,4784.29,15,27
1447,146,3,15794.18,10,37
1448,144,2,5496.04,5,38
1449,60,2,48803.72,10,34
1450,98,1,1240.81,15,11
1450,145,2,11845.85,30,49
1451,76,3,4059.59,20,14
1451,59,3,34484.53,15,39
1452,2,3,41935.97,15,13
1452,191,2,203.17,40,19
1453,51,2,16365.21,20,5
1453,56,1,35643.36,40,3
1454,5,1,35871.84,20,43
1455,98,2,1042.5,30,43
1456,90,2,4757.44,20,48
1457,185,1,779.9,30,46
1458,73,2,3719.78,10,33
1459,110,2,781.83,5,43
1460,9,1,31838.46,25,39
1461,102,3,3136.77,20,47
1461,54,1,39256.78,15,48
1462,199,3,1201.35,30,50
1462,177,3,14448.17,15,13
1463,162,1,13049.23,20,18
1463,15,3,33925.0,10,40
1464,25,2,20060.66,40,27
1464,182,3,1232.93,25,43
1465,4,2,10670.08,40,19
1466,184,2,362.77,25,18
1467,66,1,27175.29,10,32
1467,139,3,13988.86,30,29
1468,34,3,42138.76,15,33
1468,100,2,1982.85,5,28
1469,114,2,3928.36,20,35
1470,152,3,9390.69,20,34
1471,63,2,37148.41,40,17
1471,104,2,3229.06,25,33
1472,102,3,3712.53,10,11
1473,12,3,30786.19,40,33
1474,72,3,857.76,10,26
1474,68,2,29676.29,10,15
1475,65,2,29650.57,10,34
1475,29,1,40046.52,20,12
1476,61,2,31473.11,25,33
1477,54,2,39296.64,15,22
1478,110,2,860.94,5,1
1478,55,2,37993.2,15,31
1479,111,3,605.93,30,48
1479,21,1,62966.71,5,28
1480,12,1,31181.43,40,49
1480,175,3,2798.38,15,26
1481,182,3,1704.83,5,33
1481,164,3,12248.23,40,37
1482,32,3,24594.36,10,21
1482,56,1,53126.9,20,24
1483,1,1,40944.6,15,7
1483,192,1,470.78,15,1
1484,50,1,13838.85,5,34
1484,18,2,27720.83,40,12
1485,25,1,25060.52,25,35
1485,15,3,26107.65,40,25
1486,154,3,16292.44,25,19
1487,49,3,19602.05,15,26
1488,92,1,2002.3,30,22
1489,148,3,3250.57,25,27
1490,170,1,6221.18,25,32
1490,3,2,13620.37,10,42
1491,182,3,1073.67,40,11
1492,5,3,32360.66,20,32
1492,22,3,38067.37,40,10
1493,20,1,34362.31,15,49
1494,35,3,21326.63,40,3
1495,11,1,20254.51,40,43
1495,55,3,34648.5,20,31
1496,93,3,2602.83,10,34
1496,184,2,393.56,20,29
1497,28,3,61358.75,10,5
1497,107,1,3051.12,30,48
1498,16,3,59494.64,15,25
1499,110,2,826.74,10,21
1500,31,2,23816.14,30,36
1501,139,1,17402.74,10,6
1502,174,3,16456.21,10,40
1503,47,2,46503.16,30,21
1504,149,1,12817.76,40,47
1504,39,1,36516.01,40,15
1505,154,3,16524.26,25,28
1505,180,1,13695.88,25,39
1506,163,3,3093.32,40,7
1506,141,2,14822.66,15,4
1507,23,1,8219.13,40,5
1508,109,3,1657.44,40,1
1509,199,3,1030.25,40,7
1509,4,2,10663.39,40,17
1510,11,3,22033.9,25,35
1510,128,2,1601.69,40,7
1511,70,3,20122.3,15,28
1512,8,1,16338.26,40,26
1512,190,3,860.08,40,22
1513,178,2,5775.73,20,30
1514,176,3,8917.94,40,40
1515,147,1,9273.34,10,42
1515,156,1,9824.92,30,18
1516,75,2,1990.09,40,40
1517,111,2,680.78,30,12
1517,195,3,1619.06,20,41
1518,155,3,23588.96,10,6
1518,12,2,45613.62,15,7
1519,36,3,57991.24,20,34
1519,76,3,3627.42,25,44
1520,150,1,11704.26,30,1
1520,100,3,1641.78,20,9
1521,31,2,21606.96,40,49
1522,112,1,2754.47,25,1
1522,33,2,45074.24,25,18
1523,124,1,2262.15,15,42
1523,97,2,1364.16,40,11
1524,12,1,31998.98,40,11
1524,128,1,2422.71,10,9
1525,38,1,67795.3,15,18
1525,39,3,54277.36,5,22
1526,134,3,10637.61,40,21
1527,154,1,20259.55,5,25
1527,93,2,2938.42,5,4
1528,188,2,749.43,5,15
1528,49,1,18793.98,15,47
1529,5,3,34793.2,25,22
1529,59,3,35858.05,10,19
1530,186,3,733.02,25,46
1531,38,2,55460.32,30,38
1532,186,2,775.61,30,7
1533,72,3,759.49,20,2
1534,68,1,22750.38,30,45
1535,124,3,1603.93,40,38
1535,78,1,3849.15,5,3
1536,136,1,3141.98,20,10
1536,160,3,3423.04,25,37
1537,129,3,1038.48,5,7
1538,39,1,53176.1,15,20
1538,119,3,1243.72,20,34
1539,174,2,13702.62,20,22
1540,199,1,956.87,40,23
1540,180,3,13024.9,25,20
1541,51,2,20838.15,10,48
1542,80,3,1922.92,30,19
1542,83,2,3557.6,20,13
1543,142,2,6918.07,10,2
1544,87,1,2602.3,25,24
1544,48,2,56196.89,15,33
1545,102,2,3330.63,20,31
1545,182,3,1185.1,25,3
1546,77,3,986.28,25,21
1546,115,3,915.37,5,6
1547,81,1,3683.6,40,14
1547,56,2,47619.04,25,46
1548,27,3,27998.02,10,24
1549,169,1,12978.74,15,42
1550,66,1,16189.79,40,17
1551,4,1,14014.16,15,25
1552,37,3,42418.63,15,38
1552,91,2,1431.58,10,46
1553,18,3,44155.96,5,39
1554,175,1,2921.0,10,24
1555,149,1,14059.16,40,29
1555,158,1,10859.54,40,30
1556,192,3,481.54,15,14
1557,154,2,14715.52,30,39
1557,139,2,13844.47,30,45
1558,161,3,14892.76,25,5
1558,24,3,42851.17,30,31
1559,30,3,34403.46,20,24
1560,56,2,60968.88,10,30
1560,132,2,4920.91,25,9
1561,54,1,39858.6,10,14
1562,155,2,20169.49,20,21
1563,75,1,2924.48,15,29
1564,102,2,3292.58,20,36
1565,66,2,21639.69,20,1
1565,99,2,4718.94,5,27
1566,97,1,1551.92,25,46
1566,40,1,32818.75,30,8
1567,31,1,29084.96,25,38
1568,138,2,3806.5,15,11
1568,196,1,900.19,30,29
1569,154,1,19289.73,15,14
1570,165,2,16955.21,30,38
1570,195,2,1649.42,20,3
1571,70,2,24943.24,5,35
1572,52,3,54253.08,10,17
1573,134,2,12774.89,25,47
1573,24,3,38247.79,40,8
1574,90,1,5611.14,10,7
1574,31,2,30510.6,20,2
1575,122,3,3438.02,25,49
1576,97,3,2227.65,5,17
1577,177,3,14143.88,15,27
1578,189,3,346.89,25,36
1578,67,1,24038.71,20,11
1579,27,2,21987.69,30,14
1580,87,2,2609.9,20,37
1580,119,3,1193.54,20,28
1581,146,2,14612.34,20,14
1581,19,2,25358.03,15,14
1582,150,1,12182.42,25,23
1583,141,3,16825.27,10,42
1584,126,1,2517.05,25,9
1584,4,2,17149.72,5,44
1585,8,1,22514.43,10,3
1585,157,2,17737.07,5,7
1586,73,3,3472.79,15,12
1586,128,1,2551.32,15,40
1587,23,3,10571.4,20,1
1588,99,2,3716.35,30,50
1589,80,3,2793.07,5,41
1590,124,3,2759.18,5,15
1590,98,3,1334.51,20,30
1591,171,2,18081.33,5,15
1591,150,2,8765.64,40,44
1592,195,2,1689.92,15,13
1593,173,1,9481.82,40,12
1594,146,2,15982.97,15,37
1594,93,2,1665.46,40,40
1595,93,2,2717.77,10,44
1595,197,2,1213.08,5,32
1596,79,3,1302.93,20,44
1596,174,1,15714.73,10,32
1597,2,2,39125.87,20,38
1597,131,3,8247.78,30,36
1598,194,1,1905.2,25,5
1598,88,3,5282.17,15,44
1599,123,2,3795.85,30,38
1599,50,2,11983.35,20,27
1600,44,1,51192.65,20,25
1601,169,2,9328.74,40,28
1601,68,2,22174.91,30,48
1602,99,2,3712.81,30,40
1602,68,3,25036.84,15,29
1603,71,2,2363.81,30,29
1604,184,1,281.67,40,41
1605,62,2,14921.67,30,29
1605,2,3,28242.07,40,36
1606,81,3,5169.56,15,15
1606,7,2,52470.35,15,16
1607,142,2,7073.59,15,3
1607,59,1,30131.47,25,35
1608,104,1,3009.82,25,38
1608,31,2,31676.69,15,16
1609,179,1,5611.21,20,18
1610,15,1,27887.67,30,18
1611,56,3,57467.97,5,12
1611,81,1,5626.87,10,7
1612,93,1,2511.12,20,34
1612,162,2,13245.73,15,38
1613,120,3,1547.1,30,18
1613,101,3,3333.51,10,28
1614,125,3,3602.43,15,13
1615,86,1,1568.47,30,39
1616,18,1,28449.11,30,4
1616,126,1,2636.54,25,28
1617,175,2,2706.99,15,39
1618,152,2,9485.8,20,30
1618,52,1,36612.13,40,34
1619,110,2,729.5,15,6
1620,168,2,3126.68,20,24
1620,136,1,4217.9,5,38
1621,172,3,18669.26,20,49
1621,9,2,32427.09,20,12
1622,86,2,1893.34,5,28
1622,163,3,4835.64,5,45
1623,154,1,18244.59,20,12
1624,56,1,47345.32,20,37
1625,65,3,24902.52,25,24
1625,77,1,1184.2,10,44
1626,128,3,2428.92,15,27
1627,126,1,2569.55,30,38
1628,165,1,15260.91,40,24
1628,110,1,714.54,20,18
1629,195,3,1715.02,20,35
1630,132,1,4421.62,25,13
1630,197,2,793.57,40,23
1631,169,3,9452.05,40,19
1631,75,3,2828.76,10,17
1632,158,1,14542.47,20,1
1633,170,2,7580.13,5,25
1634,127,3,4389.03,25,48
1634,129,2,1214.7,5,18
1635,191,1,287.89,10,38
1635,161,2,17135.51,15,3
1636,2,2,34608.73,25,46
1636,160,1,3426.24,15,50
1637,53,1,39623.32,25,42
1638,98,1,1079.53,25,13
1638,43,2,36926.57,20,16
1639,68,1,21905.77,25,1
1639,165,1,21348.57,15,38
1640,47,2,56247.58,10,44
1641,31,3,33584.52,10,10
1642,143,1,13357.89,10,21
1643,21,3,62476.33,5,43
1644,133,1,10972.32,40,9
1644,32,1,25815.38,5,45
1645,77,2,1185.84,10,34
1645,133,2,15731.13,20,23
1646,53,3,47850.05,10,38
1646,70,2,21156.95,15,46
1647,135,2,17239.0,25,7
1648,125,3,2963.26,25,10
1649,112,1,2304.85,40,18
1650,130,1,3341.72,15,22
1651,176,3,10795.99,30,27
1651,186,2,830.58,25,6
1652,63,3,50219.78,20,4
1653,78,3,3466.0,20,17
1653,27,2,21327.22,30,44
1654,132,2,5935.39,5,36
1654,183,3,1617.08,25,21
1655,168,2,3168.44,15,17
1656,61,1,26824.81,40,22
1657,153,2,5889.29,25,24
1657,179,1,5859.95,15,50
1658,16,3,54940.71,10,33
1659,113,2,399.3,40,50
1659,116,2,2570.18,15,41
1660,148,2,2958.28,30,12
1660,31,1,33083.1,10,9
1661,189,1,357.0,20,38
1661,158,1,13539.57,30,3
1662,85,3,1172.6,25,24
1662,80,3,2401.82,20,37
1663,185,2,1046.15,10,7
1663,174,2,12534.57,30,37
1664,31,2,32289.33,10,10
1664,88,1,5212.86,20,2
1665,68,3,26446.47,20,40
1665,78,1,4154.63,10,8
1666,38,2,65753.5,10,44
1666,17,2,37454.03,30,19
1667,71,2,2379.13,30,7
1668,15,2,37241.42,15,22
1669,75,2,2895.72,15,23
1670,112,1,2807.0,25,12
1670,170,1,5703.95,30,14
1671,180,2,16214.37,5,49
1671,144,2,4943.69,15,40
1672,8,2,26556.41,5,33
1673,52,2,44893.09,15,6
1673,175,3,2966.93,10,31
1674,161,3,17661.05,10,46
1675,101,2,2548.67,40,36
1676,18,3,32589.02,25,43
1677,166,1,25229.5,5,44
1677,95,3,1444.03,5,24
1678,28,1,54504.09,10,24
1679,73,1,3931.92,10,4
1679,176,3,12720.39,10,44
1680,63,3,58809.88,5,32
1680,171,1,13519.11,30,43
1681,133,3,19363.44,5,11
1681,144,3,4527.93,15,35
1682,116,1,2353.46,20,34
1682,198,2,1499.16,30,29
1683,35,1,28716.79,15,48
1683,132,1,5268.31,10,45
1684,112,2,2557.96,30,19
1684,106,2,4991.56,15,20
1685,166,1,15430.02,40,36
1685,43,2,35525.44,20,49
1686,62,3,20002.34,15,29
1686,133,3,15577.77,20,6
1687,78,3,3720.72,15,18
1687,100,2,1706.38,15,34
1688,99,1,4077.02,25,40
1688,158,2,11151.54,40,46
1689,85,2,1266.62,10,28
1689,51,2,18258.79,10,40
1690,150,1,12317.72,25,49
1690,97,3,1718.81,20,18
1691,32,3,22967.76,10,43
1692,63,3,47729.22,30,43
1693,69,3,55107.65,10,25
1694,58,1,32700.73,30,30
1695,14,3,23674.89,10,25
1695,132,2,4604.51,30,27
1696,127,1,4749.77,15,33
1696,85,3,854.74,40,21
1697,173,2,11602.69,30,50
1697,171,2,14390.56,25,24
1698,14,2,16575.37,30,23
1699,102,3,3384.58,20,41
1700,164,3,16949.77,20,17
1700,58,2,36160.04,20,11
1701,66,2,23689.28,15,28
1702,46,1,36155.81,5,3
1702,176,2,11695.5,20,33
1703,95,1,1456.82,5,9
1704,147,2,7424.86,30,34
1705,88,2,5730.44,10,27
1706,82,2,831.96,5,36
1707,49,1,17097.84,25,12
1707,122,2,4619.96,10,28
1708,126,3,3451.54,5,43
1709,33,1,54266.43,5,14
1709,103,3,2806.19,25,3
1710,189,1,372.99,10,32
1711,155,3,19243.71,20,6
1712,149,2,16855.87,25,50
1712,6,1,22654.63,30,22
1713,90,3,5448.77,5,40
1714,56,3,62863.76,5,21
1714,80,3,2019.56,30,1
1715,32,1,25249.31,5,15
1715,153,1,7189.66,10,49
1716,103,3,3013.03,15,36
1717,118,2,4289.11,10,8
1718,12,1,42119.22,10,19
1719,73,1,3257.97,20,16
1719,106,2,5291.32,10,23
1720,52,1,51163.53,15,26
1721,131,2,10376.51,15,2
1721,117,2,4106.98,20,21
1722,36,3,49431.47,30,4
1722,122,1,3278.34,30,48
1723,29,1,43893.01,15,1
1723,192,2,560.19,5,44
1724,149,2,21701.89,5,1
1724,198,1,1522.47,25,5
1725,99,3,3075.62,40,30
1726,62,1,20496.58,10,24
1727,5,2,35389.35,15,41
1728,21,2,66009.02,5,27
1728,114,2,2695.77,40,38
1729,181,1,1622.85,15,34
1730,102,2,3139.06,25,44
1731,161,2,15387.22,25,44
1731,7,3,51752.49,5,10
1732,83,2,4532.57,5,46
1733,26,3,24720.46,15,4
1733,101,2,3728.68,10,50
1734,52,1,41656.9,20,49
1734,182,2,1560.36,10,50
1735,180,1,13139.03,25,4
1735,73,2,3806.87,15,8
1736,116,1,2601.67,10,29
1737,119,3,1366.74,5,1
1738,48,3,54127.38,25,22
1739,142,1,6138.75,30,44
1740,24,3,49173.21,25,29
1740,96,3,2868.3,20,25
1741,96,2,3111.07,20,3
1741,190,3,1455.03,10,16
1742,196,1,980.98,30,45
1743,185,3,878.36,20,24
1743,156,3,9636.96,30,50
1744,125,1,3590.51,20,38
1745,165,1,16818.96,30,32
1745,66,2,23092.46,15,47
1746,91,3,1436.8,10,10
1746,95,1,983.64,40,30
1747,95,3,1382.76,10,1
1747,4,3,15417.06,15,31
1748,38,3,66978.85,5,42
1748,149,1,13592.41,40,43
1749,162,2,10263.04,40,43
1750,32,2,16164.85,40,36
1751,190,1,1002.08,40,8
1752,112,3,2909.47,25,1
1753,147,3,7688.07,20,1
1753,13,1,43694.63,20,4
1754,171,3,10631.78,40,11
1754,172,3,18198.27,20,43
1755,127,1,4354.29,25,4
1755,119,3,1319.79,10,9
1756,27,2,22851.08,30,37
1757,79,1,1496.45,20,28
1757,52,2,51605.07,15,41
1758,179,3,4954.04,25,37
1758,43,1,25615.25,40,10
1759,53,2,33317.62,30,24
1760,73,3,3364.86,25,47
1760,45,1,11474.48,15,23
1761,109,3,1697.87,40,30
1762,164,1,20459.65,5,31
1762,142,3,5442.86,30,9
1763,68,2,28755.07,15,33
1763,128,3,1657.21,40,29
1764,168,2,3250.72,10,36
1764,96,3,3098.53,20,25
1765,46,1,24653.89,40,23
1766,157,1,16889.28,15,13
1767,164,1,12468.68,40,37
1767,126,3,2634.58,20,8
1768,54,1,43352.46,10,24
1769,63,3,59906.53,10,49
1770,83,2,3570.39,25,42
1771,96,1,3162.52,15,15
1771,46,3,33571.58,10,28
1772,199,2,1164.4,25,36
1772,32,1,21711.44,20,8
1773,75,2,2825.36,10,48
1774,33,3,43325.78,20,9
1775,131,2,11851.61,5,28
1775,63,3,45086.66,30,37
1776,96,3,3328.43,15,49
1776,84,3,4052.76,30,31
1777,200,1,2074.19,10,37
1777,19,3,26278.54,15,9
1778,53,1,34779.03,30,23
1778,20,3,34652.83,15,5
1779,151,2,7747.06,25,10
1780,132,3,5157.6,20,3
1780,152,2,9895.03,15,45
1781,48,2,49906.4,25,40
1781,26,3,17906.22,40,27
1782,2,3,45032.38,5,34
1782,103,2,2560.9,25,37
1783,69,1,60920.78,5,7
1783,5,1,27409.11,40,20
1784,67,1,17254.26,40,40
1784,150,1,15777.3,5,10
1785,135,3,15329.26,30,5
1786,157,3,16264.52,10,40
1786,196,3,998.6,20,41
1787,54,2,34339.27,30,34
1787,20,1,32585.06,20,7
1788,49,2,20516.86,5,20
1789,106,3,4735.01,10,19
1790,86,2,1903.52,10,21
1790,1,1,43002.44,15,12
1791,100,3,1815.77,10,40
1791,170,3,6424.56,20,16
1792,193,1,594.8,10,29
1793,99,1,3230.41,40,25
1793,160,2,4056.24,5,22
1794,107,1,3372.88,25,4
1795,14,3,23338.5,15,29
1796,101,2,3200.61,15,13
1797,190,1,1485.9,10,12
1798,163,2,4578.26,5,7
1798,99,1,4567.57,15,33
1799,65,1,27711.66,15,43
1799,70,1,20929.51,10,8
1800,101,3,3774.89,10,24
1800,133,3,18806.0,5,22
1801,111,2,743.12,20,45
1801,166,1,17726.79,30,40
1802,141,3,14095.35,15,11
1802,46,2,35958.25,10,48
1803,150,3,11215.4,30,8
1804,41,3,51138.43,15,37
1804,129,2,1055.54,5,8
1805,56,2,51904.67,20,33
1806,149,2,19429.5,20,8
1807,40,1,28308.52,40,1
1807,182,1,1583.29,5,2
1808,14,3,18226.61,30,40
1809,112,3,2847.7,25,40
1809,101,2,3059.63,25,26
1810,177,1,10189.4,40,35
1811,64,2,9905.6,30,43
1812,156,2,11944.29,15,7
1812,178,3,5918.34,15,41
1813,39,1,55775.38,5,47
1814,26,1,27472.19,10,13
1815,27,2,26076.8,25,23
1816,61,1,31798.5,30,19
1817,187,1,834.63,30,9
1818,102,2,4017.66,5,12
1818,162,1,13563.49,10,16
1819,64,2,10103.38,25,49
1819,109,1,2469.99,20,29
1820,8,1,19146.86,30,20
1820,51,3,16477.88,30,42
1821,164,2,18202.15,20,46
1821,78,3,2682.24,40,4
1822,125,1,2696.74,30,9
1822,87,2,3447.26,5,12
1823,62,3,12500.79,40,14
1824,19,3,19689.72,40,2
1824,194,3,2264.0,10,39
1825,119,2,1152.27,20,9
1825,89,1,3597.79,40,19
1826,152,2,10135.09,20,12
1827,149,2,21343.88,10,36
1828,142,3,6712.22,20,11
1829,172,1,18932.67,20,41
1830,133,2,14035.85,30,2
1830,11,1,29052.07,10,18
1831,117,3,3782.38,25,50
1831,158,2,18626.33,5,39
1832,186,3,947.77,10,28
1833,167,2,13930.11,30,13
1834,185,2,866.75,20,4
1834,168,2,3582.76,5,1
1835,145,3,13403.38,25,19
1835,103,2,2658.68,25,13
1836,181,1,1937.22,10,27
1836,140,2,16632.37,15,1
1837,157,2,13596.9,30,50
1838,72,1,714.69,15,48
1838,150,2,8739.73,40,22
1839,182,3,1551.93,5,3
1840,76,3,3406.68,30,7
1840,177,1,12762.69,30,23
1841,7,2,50014.06,15,39
1842,173,2,9273.3,40,15
1843,188,1,754.34,15,39
1843,188,2,693.94,10,2
1844,37,1,39134.74,20,10
1844,180,3,14478.33,20,32
1845,182,3,1114.38,30,13
1846,36,1,43779.77,40,34
1847,91,3,1137.55,30,20
1848,36,1,62727.04,20,8
1848,192,3,346.68,40,21
1849,56,1,36587.05,40,5
1849,53,1,39615.76,25,16
1850,42,1,31398.61,30,16
1850,197,3,1030.71,30,22
1851,7,3,33030.49,40,16
1852,63,2,54938.28,15,46
1853,174,1,12076.04,25,3
1854,78,3,3119.97,25,5
1855,115,1,753.14,20,3
1856,109,3,2340.93,20,41
